episode_frame,episode_time_sec,arm_A_action_j1,arm_A_action_j2,arm_A_action_j3,arm_A_action_j4,arm_A_action_j5,arm_A_action_j6,arm_B_command_j1,arm_B_command_j2,arm_B_command_j3,arm_B_command_j4,arm_B_command_j5,arm_B_command_j6,arm_C_actual_j1,arm_C_actual_j2,arm_C_actual_j3,arm_C_actual_j4,arm_C_actual_j5,arm_C_actual_j6,hand_A_action_j1,hand_A_action_j2,hand_A_action_j3,hand_A_action_j4,hand_A_action_j5,hand_A_action_j6,hand_B_target_j1,hand_B_target_j2,hand_B_target_j3,hand_B_target_j4,hand_B_target_j5,hand_B_target_j6,hand_C_actual_j1,hand_C_actual_j2,hand_C_actual_j3,hand_C_actual_j4,hand_C_actual_j5,hand_C_actual_j6,j6_hold_enabled,j6_action_deg,j6_effective_target_deg,j6_actual_deg
273,9.100000381469727,106.19451876384537,93.88686966241966,-13.202952952097124,51.20689972844755,-96.06233311475188,18.85380650235438,106.19451876384537,93.88686966241966,-13.202952952097124,51.20689972844755,-96.06233311475188,18.85380650235438,106.482612,94.077252,-13.502402,50.781551,-95.822234,19.15299,79.99997699027486,80.08322775790737,79.99997699027486,79.99997699027486,141.38489899142635,119.80610521542978,79.99997699027486,80.08322775790737,79.99997699027486,79.99997699027486,141.38489899142638,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,119.80610521542978,179.8,179.8
274,9.133333206176758,106.1474789288651,93.86589940711787,-13.173445625647888,51.269294832337295,-96.06147367805919,18.79576587770763,106.1474789288651,93.86589940711787,-13.173445625647888,51.269294832337295,-96.06147367805919,18.79576587770763,106.440256,94.048579,-13.456546,50.89233,-95.885186,19.126667,80.0176813861444,80.14974815792206,79.99997699027486,79.99997699027486,141.35762620037815,119.7786032412635,80.0176813861444,80.14974815792206,79.99997699027486,79.99997699027486,141.35762620037815,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,119.7786032412635,179.8,179.8
275,9.166666984558105,106.09253227631206,93.83576182709399,-13.14055784820738,51.37248453124036,-96.089147539564,18.75892469148072,106.09253227631206,93.83576182709399,-13.14055784820738,51.37248453124036,-96.089147539564,18.75892469148072,106.401429,94.02271,-13.413692,50.971396,-95.935033,19.087514,80.004904427313,80.15112325663037,79.99997699027486,79.99997699027486,141.4453460388127,119.73385523746377,80.004904427313,80.15112325663037,79.99997699027486,79.99997699027486,141.44534603881266,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,119.73385523746377,179.8,179.8
276,9.199999809265137,106.04176821566348,93.8121559659346,-13.10635226783807,51.44977653780351,-96.12180613388647,18.796739905959353,106.04176821566348,93.8121559659346,-13.10635226783807,51.44977653780351,-96.12180613388647,18.796739905959353,106.360035,93.997777,-13.364834,51.033519,-95.976237,19.034695,79.99997699027486,80.14464883354539,79.99997699027486,79.99997699027486,141.49513607120952,119.71328605261859,79.99997699027486,80.14464883354539,79.99997699027486,79.99997699027486,141.49513607120952,179.8,89.8,89.6,89.8,89.5,134.9,179.7,True,119.71328605261859,179.8,179.7
277,9.233333587646484,105.96688263183988,93.79210244310502,-13.075068772223926,51.602527085985386,-96.1513134603357,18.71440587079905,105.96688263183988,93.79210244310502,-13.075068772223926,51.602527085985386,-96.1513134603357,18.71440587079905,106.319925,93.972532,-13.316249,51.079134,-96.004113,18.980279,79.99997699027486,80.13685660753161,79.99997699027486,79.99997699027486,141.50138131117646,119.71706757406645,79.99997699027486,80.13685660753161,79.99997699027486,79.99997699027486,141.50138131117646,179.8,89.8,89.6,89.8,89.5,134.9,179.7,True,119.71706757406645,179.8,179.7
278,9.266666412353516,105.90993062700387,93.77267917385008,-13.039545388925815,51.718149969042784,-96.20454123950334,18.683351558302963,105.90993062700387,93.77267917385008,-13.039545388925815,51.718149969042784,-96.20454123950334,18.683351558302963,106.2673,93.939495,-13.265479,51.133437,-96.029989,18.91845,79.99997699027486,80.13101243802129,79.99997699027486,79.99997699027486,141.50338666345942,119.71683839094838,79.99997699027486,80.13101243802127,79.99997699027486,79.99997699027486,141.50338666345942,179.8,89.8,89.6,89.8,89.5,134.9,179.7,True,119.71683839094838,179.8,179.7
279,9.300000190734863,105.84667608642143,93.74288536850328,-12.997948652999316,51.80535414546169,-96.30515262832832,18.657052795506456,105.84667608642143,93.74288536850328,-12.997948652999316,51.80535414546169,-96.30515262832832,18.657052795506456,106.219168,93.909574,-13.229723,51.191216,-96.047859,18.869215,79.99997699027486,80.10941192914485,79.99997699027486,79.99997699027486,141.52487258077682,119.71849996855427,79.99997699027486,80.10941192914485,79.99997699027486,79.99997699027486,141.52487258077682,179.8,89.8,89.6,89.8,89.5,134.9,179.7,True,119.71849996855427,179.8,179.7
280,9.333333015441895,105.78101512309945,93.72208700054003,-12.957898903119673,51.86551471395044,-96.43051579390294,18.616601975170223,105.78101512309945,93.72208700054003,-12.957898903119673,51.86551471395044,-96.43051579390294,18.616601975170223,106.171678,93.882148,-13.196968,51.25638,-96.064684,18.831875,79.99997699027486,80.08809789916599,79.99997699027486,79.99997699027486,141.59901331946676,119.71168177079223,79.99997699027486,80.08809789916599,79.99997699027486,79.99997699027486,141.59901331946676,179.8,89.8,89.6,89.8,89.5,134.9,179.7,True,119.71168177079223,179.8,179.7
281,9.366666793823242,105.73196993583625,93.70936733748812,-12.934350337739794,51.879093813695036,-96.49829670106692,18.489921006666798,105.73196993583625,93.70936733748812,-12.934350337739794,51.879093813695036,-96.49829670106692,18.489921006666798,106.114561,93.851604,-13.159028,51.3437,-96.087266,18.79773,79.99997699027486,80.08322775790737,79.99997699027486,79.99997699027486,141.72941851363854,119.6471667230605,79.99997699027486,80.08322775790737,79.99997699027486,79.99997699027486,141.7294185136385,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,119.6471667230605,179.8,179.8
282,9.399999618530273,105.69260773531074,93.70816412611835,-12.913551969776545,51.84889893789165,-96.54579490228325,18.303595131690255,105.69260773531074,93.70816412611835,-12.913551969776545,51.84889893789165,-96.54579490228325,18.303595131690255,106.05969,93.827606,-13.125182,51.435364,-96.114933,18.767081,79.99997699027486,80.07245615135892,79.99997699027486,79.99997699027486,141.78069823630275,119.61800317128832,79.99997699027486,80.07245615135892,79.99997699027486,79.99997699027486,141.78069823630273,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,119.61800317128832,179.8,179.8
283,9.433333396911621,105.62734784244535,93.70976840794471,-12.892008756679628,51.85525876941759,-96.61231530229794,18.06702085808074,105.62734784244535,93.70976840794471,-12.892008756679628,51.85525876941759,-96.61231530229794,18.06702085808074,106.00129,93.803919,-13.091882,51.53702,-96.153216,18.73766,79.99997699027486,80.05521012172547,79.99997699027486,79.99997699027486,141.897753513848,119.5622543778221,79.99997699027486,80.05521012172548,79.99997699027486,79.99997699027486,141.89775351384796,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,119.5622543778221,179.8,179.8
284,9.466666221618652,105.56346304828827,93.69853843516015,-12.858318838325935,51.90149646348465,-96.69058133711283,17.966982427050894,105.56346304828827,93.69853843516015,-12.858318838325935,51.90149646348465,-96.69058133711283,17.966982427050894,105.938076,93.780855,-13.058036,51.641283,-96.209244,18.703209,79.99997699027486,80.04942324799465,79.99997699027486,79.99997699027486,142.05136349872254,119.40864439294754,79.99997699027486,80.04942324799467,79.99997699027486,79.99997699027486,142.05136349872254,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,119.40864439294754,179.8,179.8
285,9.5,105.49327571838474,93.6838707156048,-12.808013143913447,51.91582040836291,-96.77790010509077,17.896050252013698,105.49327571838474,93.6838707156048,-12.808013143913447,51.91582040836291,-96.77790010509077,17.896050252013698,105.880959,93.759662,-13.025281,51.725128,-96.276336,18.657957,79.99997699027486,80.04758978305024,79.99997699027486,79.99997699027486,142.11914440588652,119.30642872229619,79.99997699027486,80.04758978305024,79.99997699027486,79.99997699027486,142.11914440588652,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,119.30642872229619,179.8,179.8
286,9.533333778381348,105.4151815709084,93.68169347598331,-12.764754830381072,51.95483883421133,-96.86722422535166,17.75876956430035,105.4151815709084,93.68169347598331,-12.764754830381072,51.95483883421133,-96.86722422535166,17.75876956430035,105.823842,93.74065,-12.991708,51.790726,-96.353055,18.589892,79.99997699027486,80.04483958563361,79.99997699027486,79.99997699027486,142.1339840127804,119.19063395190025,79.99997699027486,80.04483958563361,79.99997699027486,79.99997699027486,142.13398401278042,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,119.19063395190025,179.8,179.8
287,9.566666603088379,105.30494449112524,93.6685154466953,-12.67961330202463,51.913299394064346,-96.95288141572371,17.494063062949913,105.30494449112524,93.6685154466953,-12.67961330202463,51.913299394064346,-96.95288141572371,17.494063062949913,105.766084,93.724755,-12.955133,51.8333,-96.437133,18.485567,79.99997699027486,80.03091671121193,79.99997699027486,79.99997699027486,142.1967228913472,119.09775749330954,79.99997699027486,80.03091671121193,79.99997699027486,79.99997699027486,142.1967228913472,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,119.09775749330954,179.8,179.8
288,9.600000381469727,105.22925676638846,93.65957730509126,-12.600659717855605,51.75172529583745,-96.98055527722853,17.319540118553064,105.22925676638846,93.65957730509126,-12.600659717855605,51.75172529583745,-96.98055527722853,17.319540118553064,105.711213,93.715093,-12.922378,51.856325,-96.513075,18.359785,79.99997699027486,80.02398392189085,79.99997699027486,79.99997699027486,142.23276193666095,119.05129061612445,79.99997699027486,80.02398392189085,79.99997699027486,79.99997699027486,142.23276193666095,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,119.05129061612445,179.8,179.8
289,9.633333206176758,105.12772864509127,93.65000890991256,-12.506064385879503,51.59244302879108,-96.94365679522211,17.063198801011534,105.12772864509127,93.65000890991256,-12.506064385879503,51.59244302879108,-96.94365679522211,17.063198801011534,105.657626,93.708548,-12.894264,51.87153,-96.58258,18.227454,79.99997699027486,80.01304042800383,79.99997699027486,79.99997699027486,142.28192171548318,118.98981224470688,79.99997699027486,80.01304042800385,79.99997699027486,79.99997699027486,142.28192171548318,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,118.98981224470688,179.8,179.8
290,9.666666984558105,104.98162440733292,93.64525336021299,-12.380586628745855,51.444104255631714,-96.81451210819962,16.78657477752237,104.98162440733292,93.64525336021299,-12.380586628745855,51.444104255631714,-96.81451210819962,16.78657477752237,105.597942,93.702315,-12.862329,51.884997,-96.653047,18.085747,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.37353766692462,118.88037730583692,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.37353766692462,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,118.88037730583692,179.8,179.8
291,9.699999809265137,104.87236135580146,93.62491335848584,-12.261067632681565,51.20913426384856,-96.71395801515416,16.73907657630603,104.87236135580146,93.62491335848584,-12.261067632681565,51.20913426384856,-96.71395801515416,16.73907657630603,105.521251,93.693276,-12.819475,51.896727,-96.73711,17.921934,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.3630525392737,118.86633983985621,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.3630525392737,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,118.86633983985621,179.8,179.8
292,9.733333587646484,104.74694089444733,93.61362608992177,-12.138569256082594,50.95634528463684,-96.57100504526902,16.686765529610586,104.74694089444733,93.61362608992177,-12.138569256082594,50.95634528463684,-96.57100504526902,16.686765529610586,105.44809,93.684238,-12.773074,51.893251,-96.806422,17.774784,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.32552380369265,118.87424665742901,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.32552380369265,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,118.87424665742901,179.8,179.8
293,9.766666412353516,104.57012611886996,93.60359932850699,-11.967713241574584,50.546852348456845,-96.31403347415286,16.572746928379548,104.57012611886996,93.60359932850699,-11.967713241574584,50.546852348456845,-96.31403347415286,16.572746928379548,105.368832,93.675511,-12.715754,51.860669,-96.863526,17.613183,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.30151687207663,118.87716874218418,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.30151687207663,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,118.87716874218418,179.8,179.8
294,9.800000190734863,104.39548858291408,93.58916079206968,-11.795768607255823,50.12320735473711,-96.05614517056446,16.460905566770013,104.39548858291408,93.58916079206968,-11.795768607255823,50.12320735473711,-96.05614517056446,16.460905566770013,105.268396,93.666161,-12.638235,51.778562,-96.898896,17.405277,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.22405297817497,118.96316970723332,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.22405297817494,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,118.96316970723332,179.8,179.8
295,9.833333015441895,104.23889921750482,93.58480631282669,-11.6642747932733,49.77553656465173,-95.87308515502015,16.25802121151419,104.23889921750482,93.58480631282669,-11.6642747932733,49.77553656465173,-95.87308515502015,16.25802121151419,105.166677,93.656811,-12.548434,51.65866,-96.892236,17.207027,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.17896119969816,119.04034712223745,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.17896119969816,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,119.04034712223745,179.8,179.8
296,9.866666793823242,104.0693037101461,93.57793081928511,-11.540630501084069,49.428094957684394,-95.67896705402984,16.109625142575307,104.0693037101461,93.57793081928511,-11.540630501084069,49.428094957684394,-95.67896705402984,16.109625142575307,105.046025,93.644968,-12.428608,51.477938,-96.832184,17.005954,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.16962198763756,119.08538160493471,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.16962198763753,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,119.08538160493471,179.8,179.8
297,9.899999618530273,103.84126650768404,93.57191476243624,-11.351325245572843,48.83267721698445,-95.47121255751541,15.881358756995184,103.84126650768404,93.57191476243624,-11.351325245572843,48.83267721698445,-95.47121255751541,15.881358756995184,104.922807,93.634683,-12.303323,51.262462,-96.729122,16.847369,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.20038982123606,119.08463675980104,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.20038982123606,179.8,89.8,89.6,89.8,89.5,134.9,179.7,True,119.08463675980104,179.8,179.7
298,9.933333396911621,103.67098345097116,93.56939374813767,-11.205851261389128,48.36583120551185,-95.3056850505021,15.653092371415065,103.67098345097116,93.56939374813767,-11.205851261389128,48.36583120551185,-95.3056850505021,15.653092371415065,104.790604,93.623151,-12.182951,51.005281,-96.586895,16.718801,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.21270841383136,119.08658481630451,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.21270841383136,179.8,89.8,89.6,89.8,89.5,134.9,179.7,True,119.08658481630451,179.8,179.7
299,9.966666221618652,103.50350788745442,93.5647527899971,-11.068799756793835,47.853721528223915,-95.12972971161743,15.344210824060038,103.50350788745442,93.5647527899971,-11.068799756793835,47.853721528223915,-95.12972971161743,15.344210824060038,104.63626,93.608814,-12.041289,50.67946,-96.396072,16.593721,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.22170385121493,119.11523270606102,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.22170385121493,179.8,89.8,89.6,89.8,89.5,134.9,179.7,True,119.11523270606102,179.8,179.7
300,10.0,103.26830871255322,93.5516320564886,-10.889922333153992,47.18846023229753,-94.85826230828444,15.013671472049065,103.26830871255322,93.5516320564886,-10.889922333153992,47.18846023229753,-94.85826230828444,15.013671472049065,104.480953,93.598529,-11.888435,50.330615,-96.195292,16.470746,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.20554644139224,119.17270037291266,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.20554644139224,179.8,89.8,89.6,89.8,89.5,134.9,179.7,True,119.17270037291266,179.8,179.7
301,10.033333778381348,103.10289579709895,93.57082614262548,-10.780659281622544,46.61109066214419,-94.51328441983618,14.607387099521798,103.10289579709895,93.57082614262548,-10.780659281622544,46.61109066214419,-94.51328441983618,14.607387099521798,104.324684,93.591984,-11.750321,49.973515,-96.001653,16.339964,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.12498857539683,119.29966782031364,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.12498857539683,179.8,89.8,89.6,89.8,89.5,134.9,179.7,True,119.29966782031364,179.8,179.7
302,10.066666603088379,102.93513375468464,93.56068478965167,-10.645727720869234,46.081391180545744,-94.24514017171495,14.175491513552185,102.93513375468464,93.56068478965167,-10.645727720869234,46.081391180545744,-94.24514017171495,14.175491513552185,104.162318,93.585439,-11.617667,49.588178,-95.812173,16.181928,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.06797927478132,119.4304167891625,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.0679792747813,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,119.4304167891625,179.8,179.8
303,10.100000381469727,102.76931976877377,93.5414907035148,-10.501170469157728,45.553238684994156,-94.00541463023221,13.90700349075388,102.76931976877377,93.5414907035148,-10.501170469157728,45.553238684994156,-94.00541463023221,13.90700349075388,103.959841,93.577647,-11.441612,49.088152,-95.589282,15.958502,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.93883458775883,119.75551304211972,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.93883458775883,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,119.75551304211972,179.8,179.8
304,10.133333206176758,102.57348279439806,93.53140664632049,-10.314672706842645,44.80037214219225,-93.5817696365125,13.476368411933555,102.57348279439806,93.53140664632049,-10.314672706842645,44.80037214219225,-93.5817696365125,13.476368411933555,103.787849,93.573907,-11.303772,48.639388,-95.404478,15.741436,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.77307789762747,120.32211100572458,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.7730778976275,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,120.32211100572458,179.8,179.8
305,10.166666984558105,102.44960931909078,93.54223554864846,-10.172693765209228,44.16404521491996,-93.20407585796227,13.075240659562462,102.44960931909078,93.54223554864846,-10.172693765209228,44.16404521491996,-93.20407585796227,13.075240659562462,103.607834,93.56892,-11.166477,48.139362,-95.205454,15.484231,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.66123653601795,120.76781487455686,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.66123653601795,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,120.76781487455686,179.8,179.8
306,10.199999809265137,102.29748902448355,93.5353600551069,-9.992154763963505,43.61870398551445,-92.80993819069177,12.648845468426105,102.29748902448355,93.5353600551069,-9.992154763963505,43.61870398551445,-92.80993819069177,12.648845468426105,103.406321,93.56331,-11.001613,47.546803,-94.955376,15.150084,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.57128216218243,121.25265176079658,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.5712821621824,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,121.25265176079658,179.8,179.8
307,10.233333587646484,102.17373014073529,93.54303768956164,-9.77420161869574,42.86772820343648,-92.35667127896376,12.37697699463653,102.17373014073529,93.54303768956164,-9.77420161869574,42.86772820343648,-92.35667127896376,12.37697699463653,103.222456,93.562064,-10.859678,46.982481,-94.697864,14.809336,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.48694277473913,122.76021831134479,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.48694277473913,179.8,89.8,89.6,89.8,89.5,134.9,179.7,True,122.76021831134479,179.8,179.7
308,10.266666412353516,102.1234244463228,93.56658625494153,-9.613315069823004,42.1719282570296,-91.9924993043786,12.035780627636125,102.1234244463228,93.56658625494153,-9.613315069823004,42.1719282570296,-91.9924993043786,12.035780627636125,103.054314,93.558947,-10.731664,46.441184,-94.434397,14.471438,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.47714519644242,123.61610266571122,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.47714519644242,179.8,89.8,89.6,89.8,89.5,134.9,179.7,True,123.61610266571122,179.8,179.7
309,10.300000190734863,102.06979559669855,93.58199881963053,-9.458100803122065,41.574390572487665,-91.70309832205804,11.740478180025699,102.06979559669855,93.58199881963053,-9.458100803122065,41.574390572487665,-91.70309832205804,11.740478180025699,102.880396,93.551779,-10.580721,45.849494,-94.128618,14.096456,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.32869183172403,124.97298131614002,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.32869183172403,179.8,89.8,89.6,89.8,89.5,134.9,179.7,True,124.97298131614002,179.8,179.7
310,10.333333015441895,102.04727835534992,93.65997837554785,-9.308043156577302,40.78542768859252,-91.28180245529833,11.198803880509018,102.04727835534992,93.65997837554785,-9.308043156577302,40.78542768859252,-91.28180245529833,11.198803880509018,102.700381,93.547104,-10.413674,45.190467,-93.765331,13.687525,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.12546370179112,126.14668535946552,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.12546370179112,179.8,89.8,89.6,89.8,89.5,134.9,179.7,True,126.14668535946552,179.8,179.7
311,10.366666793823242,102.05564353915882,93.73732767789052,-9.211728951215811,40.17264932670011,-90.95464355427863,10.630658930857296,102.05564353915882,93.73732767789052,-9.211728951215811,40.17264932670011,-90.95464355427863,10.630658930857296,102.55053,93.543675,-10.261367,44.584006,-93.418587,13.316586,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.1446004921485,126.44278994798914,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.1446004921485,179.8,89.8,89.6,89.8,89.5,134.9,179.7,True,126.44278994798914,179.8,179.7
312,10.399999618530273,102.07821807628697,93.8222400231289,-9.132488888149219,39.65561221237405,-90.636537386422,10.134477480274,102.07821807628697,93.8222400231289,-9.132488888149219,39.65561221237405,-90.636537386422,10.134477480274,102.414476,93.541805,-10.089953,43.961906,-93.050078,12.960346,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.86425224299097,126.97586988057884,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.86425224299097,179.8,89.8,89.6,89.8,89.5,134.9,179.7,True,126.97586988057884,179.8,179.7
313,10.433333396911621,102.12245041807107,93.89792774786568,-9.031648316206192,39.05366275280961,-90.43055905907248,9.923285236988779,102.12245041807107,93.89792774786568,-9.031648316206192,39.05366275280961,-90.43055905907248,9.923285236988779,102.297996,93.546169,-9.920995,43.325035,-92.674766,12.606547,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.6593052396727,127.54218136528614,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.65930523967268,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,127.54218136528614,179.8,179.8
314,10.466666221618652,102.22002513058187,94.01653001145775,-8.928057546846539,38.206945723165276,-90.17685334738853,9.571890221235046,102.22002513058187,94.01653001145775,-8.928057546846539,38.206945723165276,-90.17685334738853,9.571890221235046,102.195956,93.561129,-9.734023,42.59954,-92.2563,12.212652,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.50105429665754,127.92417232729989,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.50105429665754,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,127.92417232729989,179.8,179.8
315,10.5,102.28969679846978,94.10791677978112,-8.860677710139155,37.722051541146065,-90.06277745037801,9.071640770306324,102.28969679846978,94.10791677978112,-8.860677710139155,37.722051541146065,-90.06277745037801,9.071640770306324,102.132421,93.589179,-9.571344,41.948768,-91.8957,11.83432,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.3681853839667,128.25270632702788,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.3681853839667,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,128.25270632702788,179.8,179.8
316,10.533333778381348,102.3673898754895,94.18732873018627,-8.80911150857738,37.366645820826406,-89.97723485156497,8.806705085837832,102.3673898754895,94.18732873018627,-8.80911150857738,37.366645820826406,-89.97723485156497,8.806705085837832,102.095841,93.635306,-9.437597,41.30234,-91.546267,11.433302,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.19916283440313,129.36172343528312,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.19916283440313,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,129.36172343528312,179.8,179.8
317,10.566666603088379,102.52552622694563,94.32930767181968,-8.775593477562229,36.71020807494503,-89.68961003840931,8.430844772232012,102.52552622694563,94.32930767181968,-8.775593477562229,36.71020807494503,-89.68961003840931,8.430844772232012,102.083326,93.700445,-9.300575,40.6116,-91.189531,10.972093,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.16822311346607,130.28372711920764,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.16822311346607,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,130.28372711920764,179.8,179.8
318,10.600000381469727,102.6380551379093,94.41387624238098,-8.745971559553965,36.33188404282014,-89.58796732555308,8.035389302032717,102.6380551379093,94.41387624238098,-8.745971559553965,36.33188404282014,-89.58796732555308,8.035389302032717,102.094557,93.775245,-9.185662,39.974294,-90.880678,10.540002,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.01616011463832,131.3206661368354,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.01616011463835,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,131.3206661368354,179.8,179.8
319,10.633333206176758,102.75625633104478,94.50096582724088,-8.735371840344044,36.03767021502046,-89.49262714844332,7.6080773784241496,102.75625633104478,94.50096582724088,-8.735371840344044,36.03767021502046,-89.49262714844332,7.6080773784241496,102.127929,93.860019,-9.092312,39.366096,-90.61726,10.132252,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,139.86415441159014,132.38906053741584,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,139.86415441159014,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,132.38906053741584,179.8,179.8
320,10.666666984558105,102.93244085304752,94.63727248670249,-8.725287783149742,35.53902504591811,-89.25525073392062,6.976104930394851,102.93244085304752,94.63727248670249,-8.725287783149742,35.53902504591811,-89.25525073392062,6.976104930394851,102.195635,93.970973,-8.994596,38.643642,-90.342418,9.668656,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,139.88667165293876,132.90117021470377,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,139.88667165293876,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,132.90117021470377,179.8,179.8
321,10.699999809265137,103.03345331232909,94.69800601298637,-8.679565751098302,35.37865415906099,-89.1925118553538,6.716612344980102,103.03345331232909,94.69800601298637,-8.679565751098302,35.37865415906099,-89.1925118553538,6.716612344980102,102.269758,94.062292,-8.920898,38.0841,-90.1555,9.312065,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,139.98636630929153,133.35913538035183,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,139.98636630929155,179.8,89.8,89.6,89.8,89.5,134.9,179.8,True,133.35913538035183,179.8,179.8
